Date,433
2010-01-01,0.75
2010-02-01,0.78
2010-03-01,0.52
2010-04-01,0.57
2010-05-01,0.43
2010-06-01,0.0
2010-07-01,0.01
2010-08-01,0.04
2010-09-01,0.45
2010-10-01,0.75
2010-11-01,0.83
2010-12-01,0.63
2011-01-01,0.83
2011-02-01,0.8
2011-03-01,0.79
2011-04-01,0.77
2011-05-01,0.47
2011-06-01,0.15
2011-07-01,0.16
2011-08-01,0.37
2011-09-01,0.53
2011-10-01,0.43
2011-11-01,0.52
2011-12-01,0.5
2012-01-01,0.56
2012-02-01,0.45
2012-03-01,0.21
2012-04-01,0.64
2012-05-01,0.36
2012-06-01,0.08
2012-07-01,0.43
2012-08-01,0.41
2012-09-01,0.57
2012-10-01,0.59
2012-11-01,0.6
2012-12-01,0.79
2013-01-01,0.86
2013-02-01,0.6
2013-03-01,0.47
2013-04-01,0.55
2013-05-01,0.37
2013-06-01,0.26
2013-07-01,0.03
2013-08-01,0.24
2013-09-01,0.35
2013-10-01,0.57
2013-11-01,0.54
2013-12-01,0.92
2014-01-01,0.55
2014-02-01,0.69
2014-03-01,0.92
2014-04-01,0.67
2014-05-01,0.46
2014-06-01,0.4
2014-07-01,0.01
2014-08-01,0.25
2014-09-01,0.57
2014-10-01,0.42
2014-11-01,0.51
2014-12-01,0.78
2015-01-01,1.24
2015-02-01,1.22
2015-03-01,1.32
2015-04-01,0.71
2015-05-01,0.74
2015-06-01,0.79
2015-07-01,0.62
2015-08-01,0.22
2015-09-01,0.54
2015-10-01,0.82
2015-11-01,1.01
2015-12-01,0.96
2016-01-01,1.27
2016-02-01,0.9
2016-03-01,0.43
2016-04-01,0.61
2016-05-01,0.78
2016-06-01,0.35
2016-07-01,0.52
2016-08-01,0.44
2016-09-01,0.08
2016-10-01,0.26
2016-11-01,0.18
2016-12-01,0.3
2017-01-01,0.38
2017-02-01,0.33
2017-03-01,0.25
2017-04-01,0.14
2017-05-01,0.31
2017-06-01,-0.23
2017-07-01,0.24
2017-08-01,0.19
2017-09-01,0.16
2017-10-01,0.42
2017-11-01,0.28
2017-12-01,0.44
2018-01-01,0.29
2018-02-01,0.32
2018-03-01,0.09
2018-04-01,0.22
2018-05-01,0.4
2018-06-01,1.26
2018-07-01,0.33
2018-08-01,-0.09
2018-09-01,0.48
2018-10-01,0.45
2018-11-01,-0.21
2018-12-01,0.15
2019-01-01,0.32
2019-02-01,0.43
2019-03-01,0.75
2019-04-01,0.57
2019-05-01,0.13
2019-06-01,0.01
2019-07-01,0.19
2019-08-01,0.11
2019-09-01,-0.04
2019-10-01,0.1
2019-11-01,0.51
2019-12-01,1.15
2020-01-01,0.21
2020-02-01,0.25
2020-03-01,0.07
2020-04-01,-0.31
2020-05-01,-0.38
2020-06-01,0.26
2020-07-01,0.36
2020-08-01,0.24
2020-09-01,0.64
2020-10-01,0.86
2020-11-01,0.89
2020-12-01,1.35
2021-01-01,0.25
2021-02-01,0.86
2021-03-01,0.93
2021-04-01,0.31
2021-05-01,0.83
2021-06-01,0.53
2021-07-01,0.96
2021-08-01,0.87
2021-09-01,1.16
2021-10-01,1.25
2021-11-01,0.95
2021-12-01,0.73
2022-01-01,0.54
2022-02-01,1.01
2022-03-01,1.62
2022-04-01,1.06
2022-05-01,0.47
2022-06-01,0.67
2022-07-01,-0.68
2022-08-01,-0.36
2022-09-01,-0.29
2022-10-01,0.59
2022-11-01,0.41
2022-12-01,0.62
2023-01-01,0.53
2023-02-01,0.84
2023-03-01,0.71
2023-04-01,0.61
2023-05-01,0.23
2023-06-01,-0.08
2023-07-01,0.12
2023-08-01,0.23
2023-09-01,0.26
2023-10-01,0.24
2023-11-01,0.28
2023-12-01,0.56
2024-01-01,0.42
2024-02-01,0.83
2024-03-01,0.16
2024-04-01,0.38
2024-05-01,0.46
2024-06-01,0.21
2024-07-01,0.38
2024-08-01,-0.02
2024-09-01,0.44
2024-10-01,0.56
2024-11-01,0.39
2024-12-01,0.52
2025-01-01,0.16
2025-02-01,1.31
2025-03-01,0.56
2025-04-01,0.43
